user_id,status,preferred_genres,preferred_artists,preferred_moods,preferred_tempo,recent_listening_level,recent_discovery_level,repeat_listening_ratio,new_artist_acceptance,personalization_strength,discovery_readiness,new_release_affinity
user_2585,success,"indie, rnb","artist_c, artist_l, artist_a","calm, energetic, bright",slow,medium,medium,0.27,0.92,high,high,low
user_2586,success,"acoustic, dance, ballad, pop",,calm,medium,medium,low,0.47,0.04,high,medium,low
user_2587,success,pop,"artist_m, artist_h, artist_v",night,fast,medium,medium,0.87,0.03,low,medium,medium
user_2588,success,"rnb, ballad, pop, acoustic","artist_y, artist_e",,medium,medium,high,0.83,0.68,low,high,high
user_2589,success,rnb,"artist_j, artist_v","night, soft",medium,medium,low,0.15,0.74,medium,low,low
user_2590,success,"rnb, acoustic",artist_w,soft,slow,low,medium,0.38,0.89,high,low,low
user_2591,success,dance,"artist_s, artist_f, artist_v","calm, bright, energetic",medium,medium,low,0.88,0.68,high,low,low
user_2592,success,"acoustic, indie, dance",artist_x,"soft, energetic, bright",fast,low,high,0.95,0.43,low,medium,high
user_2593,success,"ballad, dance, acoustic",artist_k,"bright, energetic, soft",medium,medium,medium,0.5,0.32,medium,low,high
user_2594,success,"pop, acoustic, rnb, dance",artist_v,"bright, night",fast,medium,high,0.33,0.28,low,medium,medium
user_2595,success,"pop, dance, ballad, rnb","artist_q, artist_l","calm, bright",slow,high,high,0.92,0.52,high,low,low
user_2596,success,,artist_u,,slow,medium,high,0.44,0.94,high,medium,low
user_2597,success,rnb,"artist_x, artist_o","calm, bright",slow,high,low,0.23,0.84,high,high,low
user_2598,success,"dance, ballad","artist_l, artist_n","soft, bright, energetic",fast,high,low,0.28,0.72,high,medium,medium
user_2599,success,"acoustic, pop, indie, dance","artist_n, artist_a, artist_o","night, calm, bright",fast,medium,high,0.65,0.01,high,medium,high
user_2600,success,,"artist_i, artist_q, artist_k",night,slow,high,high,0.98,0.76,high,medium,high
user_2601,success,,,"night, energetic",slow,high,low,0.77,0.28,high,high,low
user_2602,success,"dance, pop, ballad",,calm,medium,high,low,0.42,0.48,medium,medium,medium
user_2603,success,"ballad, pop",artist_d,"soft, night",slow,high,medium,0.46,0.65,high,medium,low
user_2604,success,"ballad, acoustic",artist_b,"night, bright, calm",fast,low,high,0.74,0.86,high,high,low
user_2605,success,indie,artist_e,"calm, energetic",slow,low,medium,0.96,0.29,high,medium,low
user_2606,success,,,"energetic, night",medium,high,high,0.31,0.65,low,medium,high
user_2607,success,"indie, pop",,energetic,medium,high,medium,0.72,0.4,medium,low,low
user_2608,success,"dance, acoustic, ballad, rnb",,,fast,low,high,0.42,0.5,high,high,medium
user_2609,success,pop,"artist_w, artist_n","soft, calm",fast,high,high,0.7,0.98,low,high,low
user_2610,success,"acoustic, dance, rnb, ballad",,"bright, soft, night",slow,medium,medium,0.95,0.93,medium,medium,medium
user_2611,success,"rnb, pop, dance",,"night, bright, calm",medium,high,low,0.8,0.13,low,medium,low
user_2612,success,"dance, ballad, rnb",artist_j,"energetic, calm",medium,medium,low,0.39,0.42,high,low,high
user_2613,success,indie,"artist_p, artist_j",,slow,low,high,0.24,0.03,low,medium,high
user_2614,success,"ballad, pop, indie, dance","artist_l, artist_p",soft,fast,medium,low,0.89,0.96,medium,high,medium
user_2615,success,dance,,,fast,high,high,0.06,0.96,high,high,medium
user_2616,success,,,"night, bright, energetic",fast,low,medium,0.59,0.27,medium,low,medium
user_2617,success,,artist_d,"energetic, soft, night",medium,low,low,0.7,0.88,low,medium,medium
user_2618,success,"rnb, indie","artist_o, artist_y","energetic, soft",slow,high,high,0.64,1,medium,low,high
user_2619,success,"ballad, rnb, indie",,calm,fast,high,high,0.25,0.59,medium,low,medium
user_2620,success,"acoustic, dance, rnb","artist_k, artist_o","bright, energetic",slow,high,high,0.89,0.79,medium,low,high
user_2621,success,"dance, acoustic, pop, ballad","artist_l, artist_a",calm,fast,low,low,0.1,0.87,low,low,medium
user_2622,success,"rnb, acoustic, ballad, indie",artist_r,"soft, night, bright",slow,high,medium,0.47,0.55,low,low,medium
user_2623,success,"acoustic, indie","artist_b, artist_f",,slow,medium,low,0.86,0.58,high,low,low
user_2624,success,"acoustic, ballad, dance",artist_a,"bright, night",slow,high,low,0.37,0.55,low,high,low
user_2625,success,"dance, rnb, indie, acoustic",,"bright, night, calm",medium,low,medium,0.72,0.43,medium,medium,medium
user_2626,success,,,"soft, energetic, night",slow,high,medium,0.71,0.19,high,medium,low
user_2627,success,"acoustic, rnb",,"calm, soft, bright",medium,high,high,0.15,0.14,low,medium,low
user_2628,success,,artist_w,night,fast,high,medium,0.28,0.65,high,low,high
user_2629,success,"pop, ballad, rnb, indie","artist_u, artist_w, artist_o","night, energetic, calm",slow,low,low,0.01,0.67,high,medium,high
user_2630,success,"acoustic, ballad","artist_c, artist_v, artist_x","bright, energetic",medium,high,high,0.78,0.92,medium,low,high
user_2631,success,,,bright,slow,high,high,0.94,0.17,high,high,medium
user_2632,success,"indie, dance, pop, ballad",artist_r,bright,fast,medium,high,0.1,0.1,low,low,high
user_2633,success,"dance, indie, pop, rnb","artist_a, artist_g",night,fast,low,high,0.69,0.17,low,high,high
user_2634,success,,"artist_t, artist_z",,fast,medium,medium,0.61,0.55,high,low,medium
user_2635,success,"indie, ballad, rnb, dance",,,medium,high,high,0.57,0.23,low,high,low
user_2636,success,"rnb, acoustic, dance",artist_r,"calm, night",slow,low,low,0.49,0.39,low,low,low
user_2637,success,"pop, rnb, dance, acoustic",,"calm, bright",medium,low,medium,0.48,0.66,high,medium,medium
user_2638,success,rnb,,"soft, energetic, bright",fast,high,high,0.66,0.49,medium,low,medium
user_2639,success,"acoustic, indie, pop, ballad",,night,fast,high,medium,0.52,0.64,low,low,high
user_2640,success,"ballad, pop, rnb, dance",artist_l,,fast,high,high,0.92,0.55,low,low,high
user_2641,success,acoustic,"artist_t, artist_p",,medium,low,high,0.66,0.61,low,low,high
user_2642,success,"pop, rnb, ballad","artist_u, artist_e","night, energetic, soft",slow,medium,high,0.53,0.6,low,low,low
user_2643,success,,"artist_n, artist_c","bright, calm, energetic",fast,medium,medium,0.82,0.5,low,medium,medium
user_2644,success,pop,,"bright, night, soft",medium,low,high,0.57,0.75,low,medium,high
user_2645,success,"pop, acoustic","artist_x, artist_s, artist_w",,medium,high,low,0,0.81,high,medium,low
user_2646,success,rnb,artist_r,"bright, calm, energetic",fast,high,high,0.23,0.93,high,low,medium
user_2647,success,"dance, indie, acoustic, pop",artist_n,bright,medium,low,high,0.69,0.02,low,low,medium
user_2648,success,"rnb, acoustic, dance",artist_i,,medium,high,medium,0.85,0.88,high,low,medium
user_2649,success,"dance, indie","artist_i, artist_a",soft,fast,low,medium,0.46,0.24,low,medium,low
user_2650,success,"dance, rnb, acoustic, ballad",artist_u,"soft, energetic, night",fast,low,low,0.63,0.68,low,medium,low
user_2651,success,,"artist_r, artist_f",soft,fast,low,medium,0.39,0.48,high,medium,low
user_2652,success,"pop, indie, rnb, dance","artist_l, artist_j","bright, energetic",medium,low,low,0.07,0.95,high,low,low
user_2653,success,acoustic,,night,slow,medium,medium,0.17,0.55,medium,medium,high
user_2654,success,"dance, indie, rnb",artist_b,"calm, night, soft",medium,high,high,0.72,0.71,medium,medium,medium
user_2655,success,"dance, indie","artist_w, artist_b, artist_x","soft, energetic",slow,high,medium,0.85,0.65,low,medium,medium
user_2656,success,rnb,,"calm, night, soft",medium,high,low,0.47,0.09,high,low,medium
user_2657,success,,,"soft, night",slow,medium,medium,0.82,0.35,medium,low,medium
user_2658,success,,artist_x,"energetic, soft, night",medium,low,low,0.26,0.89,low,low,low
user_2659,success,"indie, pop",artist_x,"energetic, night, calm",medium,medium,medium,0.61,0.84,medium,medium,medium
user_2660,success,,"artist_m, artist_p, artist_o","night, energetic",fast,low,medium,0.43,0.09,low,high,low
user_2661,success,"indie, rnb","artist_t, artist_y, artist_g",,medium,low,high,0.42,0.22,high,high,medium
user_2662,success,"pop, indie, rnb",,,medium,medium,high,0.54,0.37,low,low,low
user_2663,success,"ballad, acoustic, indie, rnb","artist_p, artist_k",energetic,medium,low,low,0.66,0.89,medium,low,medium
user_2664,success,"ballad, acoustic","artist_j, artist_g, artist_b",,medium,low,high,0.67,0.95,low,low,medium
user_2665,success,"indie, rnb","artist_b, artist_g, artist_f",bright,medium,low,medium,0.19,0.88,low,high,low
user_2666,success,"indie, ballad, rnb, acoustic","artist_h, artist_l, artist_e",calm,fast,low,medium,0.97,0.7,medium,medium,low
user_2667,success,"rnb, pop, acoustic, indie",artist_x,"night, energetic, calm",slow,medium,high,0.78,0.36,high,high,high
user_2668,success,"rnb, indie, acoustic, pop",artist_h,"night, energetic",slow,medium,medium,0.19,0.73,high,low,low
user_2669,success,"pop, dance, rnb, indie","artist_u, artist_v, artist_d",,medium,low,low,0.73,0.47,high,low,high
user_2670,success,acoustic,artist_d,calm,fast,high,medium,0.4,0.64,low,high,high
user_2671,success,,"artist_o, artist_m","soft, bright, calm",medium,medium,medium,0.21,0.21,high,low,high
user_2672,success,dance,,"calm, bright",slow,low,low,0.14,0.76,medium,medium,high
user_2673,success,,"artist_f, artist_v, artist_t","soft, energetic",fast,high,high,0.32,0.7,low,medium,high
user_2674,success,,artist_q,"soft, night",fast,high,high,0.04,0.97,medium,low,high
user_2675,success,"dance, pop, acoustic, ballad",,calm,medium,high,high,0.53,0.37,medium,medium,low
user_2676,success,rnb,"artist_e, artist_m, artist_b",,fast,high,medium,0.61,0.1,high,medium,medium
user_2677,success,"indie, rnb","artist_w, artist_b",,fast,low,medium,0.48,0.56,low,low,medium
user_2678,success,ballad,"artist_n, artist_e",energetic,slow,high,low,0.23,0.96,medium,low,high
user_2679,success,pop,artist_c,,fast,low,medium,0.8,0.05,low,medium,low
user_2680,success,,,soft,slow,high,medium,0.63,0.77,low,medium,medium
user_2681,success,,artist_w,"night, calm",fast,high,medium,0.39,0.58,high,medium,low
user_2682,success,dance,artist_j,,medium,medium,medium,0.17,0.04,high,high,high
user_2683,success,ballad,artist_p,calm,slow,low,medium,0.18,0.34,low,low,low
user_2684,success,"ballad, dance, pop","artist_s, artist_o","soft, calm",medium,medium,low,0.4,0.51,high,low,medium
user_2685,success,indie,"artist_p, artist_b, artist_g",,fast,high,medium,0.32,0.12,high,low,medium
user_2686,success,"dance, acoustic, pop","artist_a, artist_q, artist_b",,slow,medium,high,0.09,0.55,medium,high,low
user_2687,success,"ballad, indie","artist_i, artist_g, artist_x","calm, bright, night",medium,low,medium,0.56,0.08,medium,high,low
user_2688,success,"pop, indie, rnb",artist_f,"night, bright",medium,medium,low,1,0.43,low,high,medium
user_2689,success,"ballad, acoustic",,"bright, energetic, night",medium,medium,medium,0.85,0.72,high,low,medium
user_2690,success,"ballad, rnb, dance",,soft,fast,low,high,0.41,0.66,high,high,low
user_2691,success,"rnb, acoustic, ballad","artist_q, artist_w, artist_a","bright, calm, night",slow,medium,low,0.53,0.19,high,medium,medium
user_2692,success,"rnb, indie, acoustic, ballad","artist_o, artist_d","bright, energetic, soft",medium,low,medium,0.31,0.16,low,high,low
user_2693,success,"rnb, indie, pop, acoustic","artist_m, artist_p, artist_d",soft,medium,medium,high,0.53,0.2,high,medium,high
user_2694,success,"rnb, dance, ballad, indie",artist_m,"energetic, calm",medium,low,high,0.68,0.21,medium,high,medium
user_2695,success,,,calm,fast,low,low,0.93,0.42,low,high,high
user_2696,success,"indie, acoustic, ballad, rnb","artist_p, artist_q, artist_o",,fast,low,low,0.46,0.37,medium,medium,high
user_2697,success,"ballad, rnb, acoustic",,"bright, energetic",medium,low,low,0.64,0.64,low,high,medium
user_2698,success,"rnb, ballad, pop",artist_p,calm,medium,low,high,0.58,0.03,high,low,low
user_2699,success,"pop, acoustic, rnb, indie","artist_h, artist_v",,medium,medium,low,0.04,0.52,low,low,medium
user_2700,success,"acoustic, dance","artist_j, artist_t","calm, night",slow,medium,medium,0.2,0.92,low,high,high
user_2701,success,"acoustic, indie",artist_o,"soft, night, energetic",slow,low,high,0.86,0.53,medium,high,high
user_2702,success,"indie, acoustic","artist_p, artist_b",calm,slow,high,high,0.64,0.58,high,medium,low
user_2703,success,"dance, ballad, indie","artist_y, artist_t",,medium,low,high,0.87,0.32,medium,medium,low
user_2704,success,"acoustic, rnb, ballad",artist_m,"soft, energetic, night",fast,low,low,0.6,0.63,medium,high,medium
user_2705,success,,"artist_e, artist_i, artist_t","night, calm",medium,medium,medium,0.23,0.8,medium,high,medium
user_2706,success,rnb,,soft,medium,high,high,0.98,0.1,low,high,medium
user_2707,success,"rnb, ballad, dance, acoustic",,night,fast,low,high,0.54,0.71,high,low,high
user_2708,success,acoustic,,"soft, night",slow,medium,medium,0.15,0.62,high,low,low
user_2709,success,"pop, indie, dance, rnb","artist_i, artist_n, artist_f","energetic, night",slow,medium,low,0.5,0.31,low,medium,low
user_2710,success,"rnb, acoustic, ballad",,"bright, calm, energetic",fast,low,high,0.3,0.6,high,low,high
user_2711,success,"pop, dance",,bright,fast,low,high,0.84,0.43,high,high,high
user_2712,success,"indie, acoustic, ballad",artist_f,bright,slow,high,low,0.56,0.89,high,low,medium
user_2713,success,"rnb, ballad, indie, dance","artist_w, artist_s, artist_l",,slow,medium,low,0.88,0.82,medium,high,low
user_2714,success,ballad,"artist_o, artist_q, artist_w",bright,slow,low,low,0.68,0.27,high,high,medium
user_2715,success,"indie, rnb, pop, dance","artist_g, artist_d","calm, soft",fast,medium,high,0.8,0.6,high,low,medium
user_2716,success,ballad,,,medium,high,low,0.48,0.56,medium,low,medium
user_2717,success,,,"bright, calm, night",medium,medium,medium,0.86,0.37,medium,high,medium
user_2718,success,"acoustic, dance, pop","artist_i, artist_w",,medium,high,medium,0.22,0.59,medium,medium,low
user_2719,success,dance,"artist_p, artist_o",,medium,low,low,0.71,0.72,low,medium,low
user_2720,success,ballad,,"soft, bright",slow,medium,high,0.53,0.36,medium,medium,medium
user_2721,success,,"artist_i, artist_x, artist_l",bright,slow,high,high,0.69,0.38,high,low,medium
user_2722,success,"indie, pop","artist_e, artist_p",,fast,high,medium,0.92,0.7,medium,low,medium
user_2723,success,indie,artist_c,,medium,medium,low,0.39,0.26,high,low,low
user_2724,success,pop,"artist_b, artist_l, artist_i",,fast,low,high,0.7,0.6,high,medium,high
user_2725,success,"pop, dance, indie",,,fast,low,low,0.76,0.79,low,low,high
user_2726,success,"dance, acoustic","artist_y, artist_u, artist_i",energetic,medium,high,low,0.55,0.65,high,high,medium
user_2727,success,"rnb, ballad","artist_f, artist_l","bright, energetic, night",fast,low,medium,0.73,0.47,low,high,high
user_2728,success,pop,,,medium,low,medium,0.88,0.85,medium,high,medium
user_2729,success,"acoustic, ballad","artist_v, artist_b",calm,fast,low,low,0.88,0.04,high,low,medium
user_2730,success,"acoustic, rnb, indie",artist_r,"soft, night",medium,low,medium,0.78,0.38,low,medium,low
user_2731,success,"indie, pop, ballad, dance","artist_d, artist_b, artist_z",soft,medium,high,high,0.5,0.91,high,low,low
user_2732,success,"indie, ballad, pop, rnb","artist_p, artist_s","night, bright",medium,medium,low,0.63,0.32,medium,low,low
user_2733,success,,"artist_a, artist_m",,slow,medium,high,0.83,0.34,high,low,medium
user_2734,success,"rnb, dance, ballad",artist_o,"night, calm",medium,low,high,0.97,0.42,high,low,medium
user_2735,success,,"artist_r, artist_z","bright, calm",fast,high,medium,0.04,0.37,high,low,low
user_2736,success,,,"night, calm, bright",medium,low,low,0.82,0.07,low,high,high
user_2737,success,ballad,,,slow,medium,medium,0.96,0.53,high,medium,high
user_2738,success,"dance, ballad, indie",,,slow,high,medium,0.08,0.84,medium,low,low
user_2739,success,,"artist_r, artist_g, artist_z",,slow,low,high,0.96,0.97,high,low,low
user_2740,success,pop,artist_w,"soft, bright, night",slow,high,medium,0.5,0.87,low,high,medium
user_2741,success,indie,artist_l,energetic,medium,low,low,0.94,0.71,low,high,medium
user_2742,success,"indie, dance, pop",artist_s,bright,medium,low,low,0.42,0.01,medium,low,high
user_2743,success,"rnb, acoustic, pop, indie",artist_s,"bright, energetic",medium,low,high,0.39,0.45,medium,high,medium
user_2744,success,"dance, ballad, rnb, acoustic",,calm,medium,high,high,0.15,0.37,medium,low,medium
user_2745,success,indie,,"bright, energetic, calm",medium,medium,high,0.38,0.41,low,high,high
user_2746,success,,artist_y,night,medium,medium,high,0.11,0.06,high,low,high
user_2747,success,,"artist_e, artist_c, artist_i",,slow,high,high,0.87,0.24,medium,high,low
user_2748,success,indie,"artist_x, artist_o, artist_z","night, calm, bright",fast,high,medium,0.74,0.53,high,high,medium
user_2749,success,,,"soft, energetic, calm",slow,medium,medium,0.88,0.81,low,high,high
user_2750,success,"dance, acoustic, ballad, pop",,"night, energetic, bright",fast,high,high,0.25,0.8,low,high,medium
user_2751,success,,"artist_d, artist_x","night, calm, energetic",slow,high,medium,0.07,0.27,high,low,high
user_2752,success,,"artist_m, artist_v","energetic, bright",fast,medium,high,0.25,0.96,high,low,medium
user_2753,success,"ballad, rnb, acoustic, pop",artist_m,,medium,high,high,0.07,0.89,medium,high,medium
user_2754,success,,"artist_g, artist_z, artist_o","calm, night",medium,low,medium,0.83,0.24,medium,high,medium
